ARRAY_S0,ARRAY_S1,ARRAY_S2,ARRAY_S3,ARRAY_S4,ARRAY_S5,ARRAY_S6,ARRAY_S7,ARRAY_S8,ARRAY_S9,MOX_1,MOX_2,MOX_3,MOX_4,SHT_HUMID,SHT_TEMP,DATETIME,CLASS_NAME,SAMPLE_INDEX,
32732,35402,42498,31129,768064,3255113,533781,2712,12098,5336,5414,450335,312597,29869,37460,27645,2024-04-19 13:46:35,Baseline,2335,
32729,35400,42512,31164,771979,3285459,531955,2711,12093,5334,5404,449341,314483,29884,37495,27663,2024-04-19 13:46:50,Baseline,2335,
32728,35387,42484,31146,771689,3263347,530992,2714,12095,5335,5402,448443,316349,29900,37443,27690,2024-04-19 13:47:05,Baseline,2335,
32728,35393,42479,31153,768993,3258913,533795,2715,12100,5333,5417,447233,317960,29921,37434,27706,2024-04-19 13:47:20,Baseline,2335,
32723,35397,42545,31206,770393,3278116,534912,2713,12094,5332,5398,446043,319672,29942,37476,27701,2024-04-19 13:47:35,Baseline,2335,
32713,35411,42493,31106,771546,3294037,532539,2711,12092,5331,5409,444886,321264,29957,37437,27701,2024-04-19 13:47:50,Baseline,2335,
32714,35363,42462,31108,774312,3243810,533442,2713,12095,5333,5400,444211,322860,29982,37466,27762,2024-04-19 13:48:04,Baseline,2335,
32700,35380,42449,31099,771604,3274855,531876,2713,12102,5336,5397,443162,324420,30002,37401,27735,2024-04-19 13:48:19,Baseline,2335,
32710,35394,42455,31094,771696,3256719,530065,2715,12092,5332,5396,442596,325946,30020,37420,27754,2024-04-19 13:48:34,Baseline,2335,
32723,35371,42408,31096,772057,3220564,531546,2715,12089,5329,5419,441461,327509,30038,37357,27746,2024-04-19 13:48:49,Baseline,2335,
32706,35398,42446,31096,771393,3253119,528945,2712,12092,5329,5393,440529,328883,30066,37434,27762,2024-04-19 13:49:04,Baseline,2335,
32719,35356,42462,31084,772380,3260127,531164,2716,12090,5329,5393,439520,330325,30080,37373,27784,2024-04-19 13:49:18,Baseline,2335,
32711,35365,42470,31100,772573,3256659,531389,2710,12090,5331,5398,439052,331605,30092,37445,27813,2024-04-19 13:49:33,Baseline,2335,
32709,35393,42426,31112,771962,3267590,527940,2712,12083,5329,5420,437646,333031,30110,37376,27800,2024-04-19 13:49:48,Baseline,2335,
32713,35372,42439,31077,769472,3248777,529832,2714,12085,5329,5415,436953,334523,30124,37363,27829,2024-04-19 13:50:03,Baseline,2335,
32705,35393,42437,31072,774300,3252626,528768,2712,12088,5332,5404,435980,335866,30144,37346,27832,2024-04-19 13:50:18,Baseline,2335,
32694,35387,42418,31090,774155,3273033,529098,2710,12080,5330,5410,434960,337119,30168,37331,27840,2024-04-19 13:50:33,Baseline,2335,
32706,35374,42410,31082,770981,3274605,531549,2712,12085,5327,5413,434164,338494,30173,37291,27877,2024-04-19 13:50:47,Baseline,2335,
32703,35386,42502,31086,775996,3223086,529811,2714,12082,5328,5412,432720,339612,30180,37333,27856,2024-04-19 13:51:02,Baseline,2335,
32688,35370,42465,31082,771860,3206980,530570,2712,12072,5328,5418,431993,340510,30192,37312,27872,2024-04-19 13:51:17,Baseline,2335,
32699,35370,42387,31117,770801,3227290,528444,2710,12080,5328,5413,430959,341753,30216,37296,27885,2024-04-19 13:51:32,Baseline,2335,
32706,35370,42386,31088,773217,3226904,528701,2715,12077,5326,5408,429963,342823,30225,37296,27893,2024-04-19 13:51:47,Baseline,2335,
32695,35378,42387,31063,773330,3215093,530949,2712,12073,5325,5407,429095,343997,30235,37231,27909,2024-04-19 13:52:01,Baseline,2335,
32697,35355,42420,31096,772138,3229554,531285,2716,12075,5327,5395,428517,345261,30265,37287,27925,2024-04-19 13:52:16,Baseline,2335,
32695,35361,42386,31103,773098,3208147,531102,2712,12073,5322,5411,427503,346300,30274,37308,27888,2024-04-19 13:52:31,Baseline,2335,
32694,35339,42395,31088,771084,3220512,530998,2716,12076,5323,5415,426756,347279,30283,37262,27946,2024-04-19 13:52:46,Baseline,2335,
32697,35365,42440,31053,773342,3191199,532039,2715,12073,5330,5408,425694,348231,30298,37241,27933,2024-04-19 13:53:01,Baseline,2335,
32695,35366,42436,31107,773519,3254311,531226,2712,12063,5322,5410,425041,349361,30304,37239,27949,2024-04-19 13:53:16,Baseline,2335,
32688,35350,42409,31048,774086,3268783,532149,2714,12072,5325,5405,424261,350264,30316,37275,27962,2024-04-19 13:53:30,Baseline,2335,
32691,35345,42376,31085,770275,3289159,533275,2710,12066,5325,5395,423389,351232,30324,37237,27960,2024-04-19 13:53:45,Baseline,2335,
32687,35374,42430,31113,773535,3293791,534899,2712,12068,5327,5410,422519,352096,30333,37327,27981,2024-04-19 13:54:00,Baseline,2335,
32684,35365,42445,31076,772822,3236312,532493,2712,12071,5320,5399,421774,353052,30349,37312,27970,2024-04-19 13:54:15,Baseline,2335,
32687,35356,42423,31082,777381,3248991,531693,2714,12067,5326,5403,421133,353815,30364,37254,28011,2024-04-19 13:54:30,Baseline,2335,
32707,35335,42428,31083,772665,3256593,532440,2716,12071,5322,5409,420138,354618,30379,37210,28019,2024-04-19 13:54:45,Baseline,2335,
32689,35335,42425,31124,774952,3224864,533346,2715,12073,5326,5395,419514,355596,30380,37268,28000,2024-04-19 13:54:59,Baseline,2335,
32691,35335,42426,31087,772628,3266792,529546,2716,12067,5326,5405,418900,356537,30392,37243,28013,2024-04-19 13:55:14,Baseline,2335,
32686,35366,42414,31036,770235,3260109,532141,2715,12063,5323,5379,417910,357210,30403,37214,28043,2024-04-19 13:55:29,Baseline,2335,
32685,35362,42429,31059,773467,3229070,531920,2715,12064,5323,5386,417366,358048,30416,37170,28005,2024-04-19 13:55:44,Baseline,2335,
32689,35348,42395,31064,772420,3210963,534116,2717,12066,5320,5398,416429,358715,30418,37174,28048,2024-04-19 13:55:59,Baseline,2335,
32697,35385,42428,31068,773689,3249914,529824,2713,12066,5322,5408,416073,359505,30428,37228,28069,2024-04-19 13:56:14,Baseline,2335,
32681,35375,42471,31062,772288,3230046,530794,2715,12065,5322,5402,415105,360535,30445,37195,28093,2024-04-19 13:56:28,Baseline,2335,
32674,35369,42407,31014,771715,3281349,529984,2715,12063,5325,5404,414559,361261,30446,37207,28085,2024-04-19 13:56:43,Baseline,2335,
32681,35363,42446,31092,771656,3250882,531305,2714,12062,5323,5391,413987,361944,30457,37161,28085,2024-04-19 13:56:58,Baseline,2335,
32678,35379,42380,31045,767338,3287308,527862,2716,12067,5323,5405,413907,362687,30472,37128,28101,2024-04-19 13:57:13,Baseline,2335,
32674,35365,42428,31081,771830,3267583,525635,2716,12064,5322,5390,412934,363397,30470,37203,28117,2024-04-19 13:57:28,Baseline,2335,
32683,35338,42413,31101,769749,3292012,529810,2712,12063,5322,5398,411903,363973,30475,37230,28107,2024-04-19 13:57:42,Baseline,2335,
32680,35363,42432,31079,770845,3271496,526367,2713,12062,5325,5393,411335,364648,30485,37159,28109,2024-04-19 13:57:57,Baseline,2335,
32674,35363,42443,31060,770409,3305779,530304,2716,12067,5321,5384,410495,365180,30494,37132,28136,2024-04-19 13:58:12,Baseline,2335,
32669,35369,42442,31090,769512,3314902,529861,2716,12057,5317,5398,410115,365715,30492,37100,28080,2024-04-19 13:58:27,Baseline,2335,
32672,35413,42440,31058,769491,3242759,530306,2714,12063,5320,5401,409450,366281,30504,37167,28147,2024-04-19 13:58:42,Baseline,2335,
32659,35409,42375,31036,769061,3255154,529990,2711,12054,5319,5396,409019,367223,30496,37149,28136,2024-04-19 13:58:57,Baseline,2335,
32671,35380,42396,31035,769887,3273157,530161,2713,12060,5318,5399,408693,367729,30496,37178,28179,2024-04-19 13:59:11,Baseline,2335,
32662,35400,42418,31071,772210,3277509,530011,2714,12060,5320,5407,408039,368437,30501,37195,28144,2024-04-19 13:59:26,Baseline,2335,
32666,35399,42430,31087,771225,3255794,531731,2713,12056,5315,5405,407432,369002,30514,37149,28168,2024-04-19 13:59:41,Baseline,2335,
32674,35385,42480,31116,770352,3275697,528283,2712,12055,5319,5391,407007,369617,30510,37149,28187,2024-04-19 13:59:56,Baseline,2335,
32664,35386,42400,31123,773155,3253044,529370,2715,12051,5323,5402,406449,370312,30523,37115,28168,2024-04-19 14:00:11,Baseline,2335,
32667,35342,42375,31112,773880,3293716,532538,2711,12051,5321,5403,406142,370647,30530,37117,28203,2024-04-19 14:00:26,Baseline,2335,
32662,35387,42395,31084,773467,3260162,530947,2715,12050,5323,5396,404786,371269,30527,37170,28224,2024-04-19 14:00:40,Baseline,2335,
32663,35365,42437,31107,769989,3291258,534567,2716,12047,5318,5409,404053,371801,30535,37096,28197,2024-04-19 14:00:56,Baseline,2335,
32676,35369,42398,31104,772064,3283592,530430,2713,12056,5318,5397,403610,372146,30531,37058,28208,2024-04-19 14:01:10,Baseline,2335,
32658,35375,42336,31108,770402,3271566,532213,2717,12051,5319,5406,403066,372859,30531,37083,28232,2024-04-19 14:01:25,Baseline,2335,
32645,35344,42372,31094,773956,3271871,532150,2715,12051,5317,5397,402118,373775,30544,37123,28235,2024-04-19 14:01:55,Baseline,2335,
32662,35339,42407,31093,775562,3259254,530394,2712,12046,5321,5404,401863,374183,30540,37046,28256,2024-04-19 14:02:09,Baseline,2335,
32653,35371,42371,31086,770921,3300506,530972,2713,12046,5315,5427,401604,374584,30540,37083,28224,2024-04-19 14:02:24,Baseline,2335,
32650,35358,42442,31136,770691,3288415,528944,2711,12048,5316,5404,401638,375174,30545,37130,28235,2024-04-19 14:02:39,Baseline,2335,
32646,35390,42418,31123,773545,3276317,531381,2715,12041,5318,5406,401223,375834,30543,37069,28259,2024-04-19 14:02:54,Baseline,2335,
32658,35405,42382,31109,771358,3244715,530232,2713,12050,5319,5398,401008,376418,30537,37071,28280,2024-04-19 14:03:09,Baseline,2335,
32652,35394,42354,31070,771104,3277992,532436,2715,12045,5318,5406,400886,376776,30544,37025,28272,2024-04-19 14:03:23,Baseline,2335,
32659,35388,42360,31070,772183,3267747,534659,2716,12047,5316,5398,400705,377382,30543,37087,28296,2024-04-19 14:03:38,Baseline,2335,
32644,35368,42318,31069,773589,3262494,534748,2714,12040,5313,5407,400620,378024,30543,37094,28291,2024-04-19 14:03:53,Baseline,2335,
32645,35351,42307,31069,773142,3242988,531687,2714,12045,5315,5406,400039,378570,30548,37071,28296,2024-04-19 14:04:08,Baseline,2335,
32650,35333,42330,31051,773586,3231321,530883,2713,12039,5313,5397,399448,378679,30539,37077,28320,2024-04-19 14:04:23,Baseline,2335,
32651,35368,42286,31088,772050,3217791,530220,2715,12043,5317,5408,398693,379049,30540,37031,28323,2024-04-19 14:04:42,Baseline,2335,
32656,35338,42348,31104,773138,3241233,531942,2712,12044,5317,5401,398312,379898,30542,37033,28336,2024-04-19 14:04:52,Baseline,2335,
32652,35340,42315,31042,775304,3224446,530994,2714,12039,5318,5400,397607,379976,30537,37037,28344,2024-04-19 14:05:07,Baseline,2335,
32652,35361,42399,31113,771726,3227341,528954,2714,12044,5314,5401,396499,380753,30528,36997,28368,2024-04-19 14:05:37,Baseline,2335,
32647,35357,42278,31061,771150,3212817,528726,2718,12042,5314,5402,395765,380991,30520,37020,28363,2024-04-19 14:05:52,Baseline,2335,
32653,35349,42268,31062,772418,3210768,530867,2715,12044,5316,5402,395338,381101,30514,37043,28352,2024-04-19 14:06:06,Baseline,2335,
32659,35345,42347,31091,773189,3206163,527419,2715,12042,5320,5394,394876,381470,30521,37024,28360,2024-04-19 14:06:21,Baseline,2335,
32645,35350,42313,31112,772721,3211112,528459,2715,12044,5315,5391,393952,381617,30509,37029,28352,2024-04-19 14:06:36,Baseline,2335,
32643,35362,42338,31093,771083,3178371,529387,2713,12041,5311,5395,393702,382160,30499,37029,28358,2024-04-19 14:06:51,Baseline,2335,
32646,35348,42361,31121,773485,3194864,530105,2713,12036,5318,5398,393267,382451,30490,36997,28390,2024-04-19 14:07:06,Baseline,2335,
32643,35362,42339,31125,772296,3159617,531377,2714,12030,5315,5398,392927,382547,30490,36984,28395,2024-04-19 14:07:20,Baseline,2335,
32643,35343,42368,31048,773510,3211891,530550,2713,12029,5316,5384,392452,383150,30488,36995,28379,2024-04-19 14:07:35,Baseline,2335,
32643,35356,42295,31063,774222,3202175,530066,2716,12034,5314,5390,391743,383337,30489,37004,28403,2024-04-19 14:07:50,Baseline,2335,
32651,35351,42325,31103,772643,3210669,533984,2713,12033,5313,5397,391481,383776,30485,36951,28414,2024-04-19 14:08:05,Baseline,2335,
32651,35391,42310,31076,773755,3219778,533846,2714,12033,5315,5397,391113,384114,30483,37014,28432,2024-04-19 14:08:20,Baseline,2335,
32642,35366,42315,31122,773968,3202075,531064,2716,12029,5309,5394,390600,384219,30472,36978,28408,2024-04-19 14:08:35,Baseline,2335,
32639,35367,42307,31087,772025,3244257,533297,2714,12036,5317,5397,390206,384783,30460,36978,28414,2024-04-19 14:08:50,Baseline,2335,
32648,35371,42350,31089,775514,3223099,527039,2712,12035,5315,5389,390163,384918,30463,37027,28462,2024-04-19 14:09:04,Baseline,2335,
32646,35326,42310,31073,775975,3236925,527869,2711,12030,5310,5390,389929,385379,30451,36976,28422,2024-04-19 14:09:19,Baseline,2335,
32649,35362,42331,31105,773534,3247921,530814,2710,12030,5311,5392,389620,385532,30457,36987,28430,2024-04-19 14:09:34,Baseline,2335,
32642,35363,42369,31086,774956,3211509,527770,2713,12032,5311,5393,389301,385592,30448,36993,28438,2024-04-19 14:09:49,Baseline,2335,
32644,35340,42349,31087,775201,3235896,532735,2713,12029,5313,5398,389216,386172,30437,36970,28451,2024-04-19 14:10:03,Baseline,2335,
32646,35354,42325,31073,772373,3204618,530412,2718,12030,5311,5391,388875,386565,30423,36968,28470,2024-04-19 14:10:33,Baseline,2335,
32646,35321,42321,31135,773722,3212945,528088,2715,12032,5314,5402,388364,386888,30417,37012,28475,2024-04-19 14:10:48,Baseline,2335,
32651,35339,42337,31097,777360,3277863,529205,2714,12031,5309,5400,387956,387318,30410,36959,28486,2024-04-19 14:11:03,Baseline,2335,
32639,35336,42324,31074,773042,3233960,530499,2716,12029,5310,5397,387337,387594,30374,36993,28518,2024-04-19 14:11:32,Baseline,2335,
32632,35343,42354,31094,772883,3233751,529214,2717,12027,5308,5380,387090,388130,30366,36970,28491,2024-04-19 14:11:47,Baseline,2335,
32634,35337,42338,31125,772875,3238388,531000,2711,12026,5310,5397,386522,388431,30359,37010,28507,2024-04-19 14:12:02,Baseline,2335,
32637,35352,42352,31085,771107,3213340,530261,2715,12027,5314,5410,385744,388395,30369,36951,28529,2024-04-19 14:12:17,Baseline,2335,
32642,35342,42305,31111,773361,3209401,530060,2717,12026,5312,5402,385438,388508,30352,36974,28534,2024-04-19 14:12:32,Baseline,2335,
32634,35347,42287,31045,775697,3222559,530361,2717,12023,5312,5389,384682,388633,30338,36945,28510,2024-04-19 14:12:47,Baseline,2335,
32633,35358,42270,31062,776746,3219366,530952,2720,12020,5311,5391,384265,388936,30331,36991,28542,2024-04-19 14:13:01,Baseline,2335,
32628,35363,42306,31091,774921,3227630,529359,2717,12026,5311,5401,383798,389174,30322,36949,28545,2024-04-19 14:13:16,Baseline,2335,
32636,35356,42349,31110,772917,3201578,530049,2717,12021,5310,5388,383502,389100,30306,36978,28521,2024-04-19 14:13:31,Baseline,2335,
32632,35338,42328,31075,772992,3232502,530446,2716,12024,5311,5403,383209,389585,30300,36934,28537,2024-04-19 14:13:46,Baseline,2335,
32635,35331,42380,31119,774088,3246558,529118,2711,12024,5310,5388,382383,389877,30283,36879,28571,2024-04-19 14:14:16,Baseline,2335,
32645,35319,42329,31090,770900,3230070,526205,2713,12021,5305,5396,381904,390158,30277,36963,28563,2024-04-19 14:14:30,Baseline,2335,
32635,35336,42341,31046,772653,3210765,528524,2715,12020,5311,5398,381547,390137,30258,36955,28566,2024-04-19 14:14:45,Baseline,2335,
32639,35319,42298,31078,771339,3233685,530926,2711,12024,5312,5392,381054,390397,30241,36890,28590,2024-04-19 14:15:00,Baseline,2335,
32633,35337,42306,31132,771359,3223779,528884,2713,12018,5310,5387,380436,390268,30241,36888,28582,2024-04-19 14:15:15,Baseline,2335,
32628,35339,42319,31105,770041,3241344,527383,2716,12022,5304,5387,380123,390629,30228,36882,28598,2024-04-19 14:15:30,Baseline,2335,
32625,35338,42289,31096,771600,3213758,529394,2714,12020,5311,5395,379686,390768,30218,36873,28587,2024-04-19 14:15:44,Baseline,2335,
32610,35321,42331,31086,775308,3229650,530722,2711,12028,5307,5394,379454,390798,30197,36852,28593,2024-04-19 14:15:59,Baseline,2335,
32621,35315,42241,31148,769820,3212990,529739,2714,12017,5311,5384,379290,390873,30190,36951,28643,2024-04-19 14:16:14,Baseline,2335,
32632,35344,42280,31127,769781,3250920,527717,2715,12026,5309,5396,379004,391087,30173,36884,28619,2024-04-19 14:16:29,Baseline,2335,
32612,35336,42320,31065,769653,3255187,530313,2716,12024,5310,5416,378856,391107,30144,36919,28635,2024-04-19 14:16:44,Baseline,2335,
32628,35336,42322,31129,771183,3274229,534308,2714,12024,5309,5397,378451,391297,30133,36898,28641,2024-04-19 14:16:59,Baseline,2335,
32619,35334,42288,31119,771134,3220139,530803,2716,12018,5305,5399,378329,391460,30127,36850,28630,2024-04-19 14:17:13,Baseline,2335,
32615,35329,42305,31105,769166,3250494,527902,2716,12020,5311,5389,378068,391808,30101,36865,28662,2024-04-19 14:17:28,Baseline,2335,
32610,35330,42249,31033,774259,3264926,527008,2716,12021,5306,5387,377447,392085,30086,36928,28681,2024-04-19 14:17:58,Baseline,2335,
32609,35349,42218,31073,773144,3220091,532103,2717,12017,5307,5389,377148,392250,30071,36873,28673,2024-04-19 14:18:13,Baseline,2335,
32620,35362,42224,31069,772237,3216172,530667,2712,12016,5303,5371,376955,392439,30068,36877,28665,2024-04-19 14:18:27,Baseline,2335,
32631,35339,42262,31080,771300,3238866,528868,2711,12016,5306,5387,376857,392792,30042,36837,28713,2024-04-19 14:18:43,Baseline,2335,
32621,35323,42277,31077,770827,3230260,530960,2714,12016,5304,5388,376179,392799,30028,36839,28686,2024-04-19 14:18:57,Baseline,2335,
32618,35325,42319,31070,771158,3215351,527280,2716,12018,5307,5382,376016,392770,30026,36884,28699,2024-04-19 14:19:12,Baseline,2335,
32608,35350,42300,31062,770719,3204910,531246,2717,12015,5309,5398,375513,393121,30014,36856,28681,2024-04-19 14:19:27,Baseline,2335,
32622,35337,42272,31121,770651,3257880,532197,2719,12014,5307,5371,375284,392755,29984,36867,28715,2024-04-19 14:19:42,Baseline,2335,
32620,35338,42220,31144,770360,3238862,528399,2716,12019,5306,5397,375066,392860,29959,36854,28729,2024-04-19 14:19:56,Baseline,2335,
32620,35343,42267,31082,770900,3276689,529779,2716,12011,5305,5384,374631,392902,29952,36877,28737,2024-04-19 14:20:12,Baseline,2335,
32626,35316,42262,31105,772199,3203127,530064,2718,12013,5311,5386,374070,392890,29935,36785,28758,2024-04-19 14:20:26,Baseline,2335,
32629,35305,42322,31086,770341,3223570,530808,2711,12011,5307,5406,373769,393057,29924,36806,28758,2024-04-19 14:20:41,Baseline,2335,
32615,35339,42292,31085,771589,3214581,528262,2713,12011,5302,5397,373504,392869,29909,36795,28769,2024-04-19 14:20:56,Baseline,2335,
32608,35363,42241,31077,771957,3235282,528540,2716,12012,5304,5402,372935,393061,29892,36779,28729,2024-04-19 14:21:10,Baseline,2335,
32611,35358,42269,31069,773443,3221082,528821,2714,12008,5298,5388,372927,393157,29875,36827,28790,2024-04-19 14:21:25,Baseline,2335,
32610,35324,42291,31042,771136,3243118,533723,2719,12006,5301,5394,372326,393014,29854,36789,28742,2024-04-19 14:21:40,Baseline,2335,
32612,35343,42319,31067,769100,3239575,532793,2715,12005,5306,5384,372402,393394,29847,36839,28780,2024-04-19 14:21:55,Baseline,2335,
32614,35319,42318,31040,773188,3229552,530590,2716,12003,5309,5395,372531,393612,29832,36810,28785,2024-04-19 14:22:10,Baseline,2335,
32614,35314,42361,31062,767068,3213705,529044,2714,12006,5307,5402,372515,393756,29812,36776,28764,2024-04-19 14:22:25,Baseline,2335,
32619,35310,42287,31087,769299,3232640,528707,2715,12008,5307,5380,372310,394006,29789,36812,28798,2024-04-19 14:22:39,Baseline,2335,
32615,35316,42297,31101,766305,3234689,529524,2717,12007,5307,5394,372429,394206,29782,36800,28798,2024-04-19 14:22:54,Baseline,2335,
32617,35333,42289,31069,770751,3200828,528995,2716,12008,5304,5397,372092,394194,29750,36827,28828,2024-04-19 14:23:09,Baseline,2335,
32618,35310,42275,31044,771655,3222047,528732,2713,12000,5303,5394,371747,394131,29725,36800,28830,2024-04-19 14:23:24,Baseline,2335,
32621,35338,42274,31019,772118,3238472,531310,2718,12003,5305,5382,371718,394239,29718,36837,28804,2024-04-19 14:23:39,Baseline,2335,
32607,35337,42297,31035,769322,3210218,533809,2715,12009,5305,5385,371391,394146,29698,36793,28822,2024-04-19 14:24:08,Baseline,2335,
32613,35357,42309,31037,769633,3243323,528783,2714,12004,5303,5389,371346,394467,29678,36821,28841,2024-04-19 14:24:23,Baseline,2335,
32622,35350,42298,31045,769768,3242434,527858,2718,12002,5306,5402,370903,394572,29661,36774,28817,2024-04-19 14:24:38,Baseline,2335,
32606,35325,42239,31027,770212,3230318,528226,2713,12000,5304,5375,370165,394433,29643,36730,28857,2024-04-19 14:24:53,Baseline,2335,
31787,34386,41248,30387,748266,3057856,523876,2457,11398,4982,5602,342113,365001,25395,38132,30892,2024-04-19 15:50:05,Baseline,2337,
31781,34367,41206,30399,749270,3094866,525461,2465,11393,4978,5611,339344,363683,25362,38122,30916,2024-04-19 15:50:20,Baseline,2337,
31766,34402,41233,30397,750969,3078075,523359,2464,11390,4980,5611,337026,362558,25316,38019,30953,2024-04-19 15:50:35,Baseline,2337,
31772,34401,41253,30464,748588,3081668,523440,2468,11389,4973,5615,334761,361513,25274,38084,30996,2024-04-19 15:50:50,Baseline,2337,
31767,34385,41285,30405,746951,3079254,523968,2462,11392,4974,5622,332251,360002,25236,38033,30964,2024-04-19 15:51:05,Baseline,2337,
31770,34394,41233,30422,749024,3073849,524561,2468,11393,4980,5596,330319,359051,25195,38027,30964,2024-04-19 15:51:19,Baseline,2337,
31763,34376,41234,30428,747434,3037618,519497,2467,11392,4977,5595,328067,357887,25152,38036,30993,2024-04-19 15:51:34,Baseline,2337,
31768,34372,41286,30432,748478,3021097,521390,2468,11396,4980,5587,326056,356879,25110,38071,30967,2024-04-19 15:51:49,Baseline,2337,
31758,34393,41266,30438,747219,3066780,519035,2467,11395,4983,5597,324006,355829,25078,38095,30948,2024-04-19 15:52:04,Baseline,2337,
31770,34378,41286,30449,748129,3035246,518337,2464,11395,4979,5608,321719,354504,25040,38027,30924,2024-04-19 15:52:19,Baseline,2337,
31786,34386,41204,30452,745705,3085731,518785,2465,11395,4982,5595,319751,353576,24989,38044,30967,2024-04-19 15:52:33,Baseline,2337,
31771,34381,41241,30437,747442,3039750,519195,2468,11394,4980,5601,317674,352422,24948,38029,30951,2024-04-19 15:52:48,Baseline,2337,
31765,34382,41318,30401,745856,3087115,518892,2468,11400,4981,5610,315954,351187,24918,38029,30948,2024-04-19 15:53:03,Baseline,2337,
31761,34373,41264,30432,746518,3081064,520800,2467,11399,4982,5607,314250,350433,24867,38057,30934,2024-04-19 15:53:18,Baseline,2337,
31756,34383,41200,30419,747149,3051154,518729,2467,11400,4983,5608,311931,349133,24813,38082,30953,2024-04-19 15:53:33,Baseline,2337,
31759,34381,41229,30399,747343,3089798,518909,2468,11397,4983,5600,310135,348272,24775,38073,30993,2024-04-19 15:53:48,Baseline,2337,
31754,34347,41171,30449,750232,3084545,518702,2467,11399,4981,5602,308060,346995,24729,38021,30975,2024-04-19 15:54:02,Baseline,2337,
31769,34372,41194,30430,750304,3049842,518030,2466,11399,4981,5590,305969,346214,24691,38021,30975,2024-04-19 15:54:17,Baseline,2337,
31776,34388,41262,30435,749420,3089081,517818,2467,11395,4982,5591,304271,344909,24646,38071,30980,2024-04-19 15:54:32,Baseline,2337,
31795,34378,41233,30420,751160,3103845,518318,2471,11399,4983,5594,302269,343998,24603,37983,30926,2024-04-19 15:54:47,Baseline,2337,
31793,34410,41298,30433,750819,3101344,521251,2470,11404,4984,5587,300458,343104,24567,37888,30972,2024-04-19 15:55:02,Baseline,2337,
31781,34410,41254,30476,750832,3113321,520226,2469,11401,4985,5598,298696,341884,24516,38044,30980,2024-04-19 15:55:16,Baseline,2337,
31778,34394,41312,30436,749050,3093872,519404,2470,11403,4985,5604,296573,340913,24470,38015,30964,2024-04-19 15:55:31,Baseline,2337,
31772,34368,41261,30395,749155,3109480,521658,2470,11403,4985,5593,294975,339763,24428,38059,30948,2024-04-19 15:55:46,Baseline,2337,
31772,34379,41319,30400,748010,3094815,519004,2468,11404,4985,5598,293114,338840,24380,37996,30980,2024-04-19 15:56:01,Baseline,2337,
31779,34392,41278,30398,750403,3090035,521341,2468,11405,4986,5619,291397,338040,24337,37998,30964,2024-04-19 15:56:16,Baseline,2337,
31776,34396,41321,30411,749724,3096564,520761,2472,11408,4984,5608,289778,337015,24280,37973,30983,2024-04-19 15:56:30,Baseline,2337,
31775,34393,41307,30433,750902,3060385,518994,2471,11404,4988,5604,287859,335931,24231,37937,30967,2024-04-19 15:56:45,Baseline,2337,
31773,34409,41274,30435,751885,3080407,522779,2474,11409,4987,5586,286370,334903,24183,38061,30969,2024-04-19 15:57:00,Baseline,2337,
31766,34384,41201,30418,749699,3114956,521257,2469,11408,4987,5596,284740,334183,24137,37996,30983,2024-04-19 15:57:15,Baseline,2337,
31770,34420,41249,30441,748240,3088523,519757,2468,11408,4987,5594,283278,333134,24089,38065,30961,2024-04-19 15:57:30,Baseline,2337,
31770,34404,41256,30417,748975,3080185,516493,2474,11409,4987,5598,281768,332233,24034,37973,30988,2024-04-19 15:57:44,Baseline,2337,
31778,34419,41249,30435,751820,3081484,517419,2471,11413,4983,5607,280335,331498,23986,38021,31017,2024-04-19 15:57:59,Baseline,2337,
31770,34395,41257,30451,750549,3079593,521061,2473,11414,4984,5585,278812,330358,23937,37966,30983,2024-04-19 15:58:14,Baseline,2337,
31772,34380,41260,30486,749487,3054507,520290,2474,11411,4988,5590,277329,329445,23884,37952,31001,2024-04-19 15:58:29,Baseline,2337,
31772,34405,41214,30456,752273,3094142,518914,2474,11414,4984,5613,275930,328782,23834,37912,30993,2024-04-19 15:58:44,Baseline,2337,
31772,34407,41243,30423,750133,3079833,518863,2473,11412,4986,5602,273016,326949,23731,37970,31017,2024-04-19 15:59:13,Baseline,2337,
31761,34381,41274,30454,749294,3052659,515618,2473,11414,4986,5606,271556,325926,23687,37964,31001,2024-04-19 15:59:29,Baseline,2337,
31768,34389,41299,30394,751901,3063307,519295,2477,11407,4988,5607,270018,325211,23641,37989,30980,2024-04-19 15:59:43,Baseline,2337,
31770,34352,41280,30443,752215,3065720,519905,2472,11414,4988,5588,268693,324349,23590,37949,31020,2024-04-19 15:59:58,Baseline,2337,
31753,34371,41286,30423,749831,3084984,521009,2470,11410,4988,5594,267417,323499,23538,37966,31012,2024-04-19 16:00:13,Baseline,2337,
31755,34383,41309,30420,749459,3070656,520107,2471,11413,4985,5584,266196,322590,23481,37939,31017,2024-04-19 16:00:27,Baseline,2337,
31758,34393,41337,30430,749502,3028816,520340,2473,11409,4991,5591,265266,321950,23433,37910,31017,2024-04-19 16:00:42,Baseline,2337,
31754,34391,41286,30461,747617,3035881,519017,2474,11414,4988,5612,264556,321280,23377,37922,31001,2024-04-19 16:00:57,Baseline,2337,
31761,34379,41271,30436,750419,3051674,514544,2477,11419,4987,5594,263637,320533,23329,37916,31023,2024-04-19 16:01:12,Baseline,2337,
